id	mention_id	mention_sentence	mention_value	mention_unit	mention_normalized_value	mention_normalized_unit	mention_token_begin	mention_token_end	expression_id	expression_value	expression_unit	expression	response_id	response	label
25466	44776	Haitian food vendor Fabiola Duran Estime, 31, has lost so many customers like Thermilon that she had to pull her daughter, Fyva, out of kindergarten because she can't afford the US$20 (euro13) monthly tuition.	20.0	US$	20.0	money	36	37	22056	8.105023	money	1.233803 * 1.000000 person (a person) * 1.000000 hour (an hour) * 71000.000000 USD per year per person (cost of an employee)	29380	what it cost to employ one person for an hour.	1
25466	44776	Haitian food vendor Fabiola Duran Estime, 31, has lost so many customers like Thermilon that she had to pull her daughter, Fyva, out of kindergarten because she can't afford the US$20 (euro13) monthly tuition.	20.0	US$	20.0	money	36	37	22076	47.39726	money	0.210983 * 8.000000 hour (time taken for a work day) * 51900.000000 USD per year (median income)	18607	the median income made is one fifth of a work day.	0
21570	51899	Gold traded in London at US$961.25 per troy ounce, up from US$956.00 late Tuesday.	961.25	US$	961.25	money	6	7	22202	3554.95378	money	0.281298 * 15790000.000000 person (number of employees in the retail industry) * 100.000000 millisecond (time taken to blink) * 71000.000000 USD per year per person (cost of an employee)	45169	a fourth of the cost of wages paid for the span of the blink of an eye for all retail workers.	0
21570	51899	Gold traded in London at US$961.25 per troy ounce, up from US$956.00 late Tuesday.	961.25	US$	961.25	money	6	7	22213	164.694064	money	6.071864 * 2.540000 person (average household size) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	17042	6 times the cost of employees in an average household over a workday.	1
25349	19274	By implementing these standards, California would be eliminating greenhouse gases equivalent to taking 6.5 million cars off the road by the year 2020.	6500000.0	car	6500000.0	car	15	17	21506	31000000.0	car	0.322581 * 31000000.000000 car (number of cars registered in California)	24894	one third of the number of cars registered in California	1
26346	48361	The February agreement calls for the parties to provide North Korea with 1 million tons (910,000 kilograms) of heavy fuel oil, or the monetary equivalent in other aid and assistance, in return for the first two phases of action by Pyongyang.	910000.0	kilogram	910000.0	weight	17	18	24026	215474.353553	weight	4.640924 * 837422.000000 person (population of San Francisco) * 190.000000 minute (time taken for a football game) * 4.300000 pound per person per day (trash generated in the US)	33890	5 times the weight of trash generated in the US by the population of San Francisco during the duration of a football game.	0
26346	48361	The February agreement calls for the parties to provide North Korea with 1 million tons (910,000 kilograms) of heavy fuel oil, or the monetary equivalent in other aid and assistance, in return for the first two phases of action by Pyongyang.	910000.0	kilogram	910000.0	weight	17	18	24029	4782315.675	weight	0.209104 * 57000.000000 person (number of employees at Google) * 185.000000 pound per person (weight of a person)	28349	1/5 of the weight of all Google employees	1
26346	48361	The February agreement calls for the parties to provide North Korea with 1 million tons (910,000 kilograms) of heavy fuel oil, or the monetary equivalent in other aid and assistance, in return for the first two phases of action by Pyongyang.	910000.0	kilogram	910000.0	weight	17	18	23956	904771.873229	weight	1.105251 * 22270000.000000 person (number of employees in the education industry) * 30.000000 minute (time taken for lunch) * 4.300000 pound per person per day (trash generated in the US)	24222	The same as the trash generated by employees in the education industry during the time taken for lunch.	0
28392	57713	Duan was also unable to explain another 1.3 million yuan (US$172,000, euro127,000) in assets.	172000.0	US$	172000.0	money	12	13	22408	461986.30137	money	0.216457 * 57000.000000 person (number of employees at Google) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	30028	1/5 the cost of all employees at google during a basketball game.	0
28392	57713	Duan was also unable to explain another 1.3 million yuan (US$172,000, euro127,000) in assets.	172000.0	US$	172000.0	money	12	13	22378	137785.388128	money	0.725766 * 17000.000000 person (number of employees at McKinsey) * 60.000000 minute (time taken for a basketball game) * 71000.000000 USD per year per person (cost of an employee)	20109	about the cost of an employee for one hour at McKinsey.	0
23210	55732	"The company will now charge a one-time fee of euro10,000 (US$14,310) to any developer -- including any nonprofit group working on open source systems such as Linux -- that wants ""complete and accurate"" technical information to help them make software compatible with Microsoft's Windows desktop operating system."	14310.0	US$	14310.0	money	13	14	22307	65391.324201	money	0.152925 * 16136.000000 person (population of Stanford) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	19159	1/7 the cost to employ everyone living in Stanford in a lunch period.	0
25062	39526	Although not a major oil and gas producing country like Kuwait and Qatar, East Timor's offshore hydrocarbon resources earn it US$100 million (euro65 million) to US$200 million (euro130 million) a month.	100000000.0	US$	100000000.0	money	23	25	22838	81009703.196347	money	1.234420 * 19990000.000000 person (number of employees in the services industry) * 30.000000 minute (time taken for lunch) * 71000.000000 USD per year per person (cost of an employee)	25401	the cost of wages for all workers in the service industry for a time period equal to a lunchbreak.	1
25062	39526	Although not a major oil and gas producing country like Kuwait and Qatar, East Timor's offshore hydrocarbon resources earn it US$100 million (euro65 million) to US$200 million (euro130 million) a month.	100000000.0	US$	100000000.0	money	23	25	22913	19257534.246575	money	5.192773 * 99000.000000 person (number of employees at Microsoft) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	26133	5 times the cost of employing the staff of Microsoft for one day	1
25062	39526	Although not a major oil and gas producing country like Kuwait and Qatar, East Timor's offshore hydrocarbon resources earn it US$100 million (euro65 million) to US$200 million (euro130 million) a month.	100000000.0	US$	100000000.0	money	23	25	22899	421461187.214612	money	0.237270 * 6500000.000000 person (number of employees in the construction industry) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	39609	one quarter of the cost of employing the entire workforce of the construction industry for a single work day	0
21657	8142	In Estonia, roughly 30 percent of the 1.3 million people speak Russian as a first language, and the government seems bent on employing the schools to steadily lower that figure.	1300000.0	people	1300000.0	person	9	11	21241	8164000.0	person	0.122489 * 8164000.000000 person (number of employees in the financial industry)	25216	1/8th the number of people employed in the financial industry	0
21657	8142	In Estonia, roughly 30 percent of the 1.3 million people speak Russian as a first language, and the government seems bent on employing the schools to steadily lower that figure.	1300000.0	people	1300000.0	person	9	11	21235	789000.0	person	1.267427 * 789000.000000 person (number of employees in the mining industry)	30810	the number of workers in the mining industry.	0
21657	8142	In Estonia, roughly 30 percent of the 1.3 million people speak Russian as a first language, and the government seems bent on employing the schools to steadily lower that figure.	1300000.0	people	1300000.0	person	9	11	21245	99000.0	person	10.101010 * 99000.000000 person (number of employees at Microsoft)	35223	10 times the size of the workforce employed by Microsoft	1
27642	42363	In Zurich, the bid price was US$683.95, up from US$683.60.	683.6	US$	683.6	money	13	14	22193	494.082192	money	2.023955 * 2.540000 person (average household size) * 1.000000 day (a day) * 71000.000000 USD per year per person (cost of an employee)	39738	twice the cost of an employee for a day times the average household size.	1
27642	42363	In Zurich, the bid price was US$683.95, up from US$683.60.	683.6	US$	683.6	money	13	14	22205	4668.493151	money	0.214202 * 72.000000 person (average number of employees in a grocery store) * 8.000000 hour (time taken for a work day) * 71000.000000 USD per year per person (cost of an employee)	36262	one fifth of the cost of employing the staff of an average grocery store for a single work day	0
26465	10220	For each of the more than $1,000 guns sold, Kimber says it will donate $15 to the non-profit Los Angeles Police Memorial Foundation which helps pay for funerals and education expenses for sick, injured and slain officers and their families.	15.0	$	15.0	money	17	18	22071	3.119923	money	3.205207 * 0.000290 sq-meter (Area of one side of a U.S. penny) * 1000.000000 USD per sq-ft (cost of property in the Bay area)	26358	three times the cost of property in the Bay area of an area the size of a US penny.	0
